Time,HR,Temp,BVP,x,y,z
11:57:54,,37.13,-35.47,40,4,47
11:57:55,,37.13,-29.91,40,4,47
11:57:56,,37.13,-21.06,40,4,47
11:57:57,,37.11,-9.28,40,4,47
11:57:58,,37.11,4.53,40,4,47
11:57:59,,37.11,18.96,40,4,47
11:58:00,,37.11,32.01,40,4,47
11:58:01,,37.11,41.35,40,4,47
11:58:02,,37.11,44.83,40,4,47
11:58:03,,37.11,41.15,40,4,47
11:58:04,,37.11,30.56,40,4,47
11:58:05,,37.09,14.97,40,4,47
11:58:06,,37.09,-2.53,40,4,47
11:58:07,,37.09,-18.76,40,4,47
11:58:08,,37.09,-31.46,40,4,47
11:58:09,,37.11,-39.82,40,4,47
11:58:10,,37.11,-44.41,40,4,47
11:58:11,,37.11,-46.38,40,4,47
11:58:12,,37.11,-46.85,40,4,47
11:58:13,,37.13,-46.42,40,5,47
11:58:14,,37.13,-45.32,40,4,47
11:58:15,,37.13,-43.72,40,4,47
11:58:16,,37.13,-42.02,40,4,47
11:58:17,,37.11,-40.87,40,4,47
11:58:18,,37.11,-40.85,40,4,47
11:58:19,,37.11,-42.12,40,4,47
11:58:20,,37.11,-44.34,40,4,47
11:58:21,,37.13,-46.8,40,4,47
11:58:22,,37.13,-48.74,40,4,47
11:58:23,,37.13,-49.75,40,4,47
11:58:24,,37.13,-49.87,40,4,47
11:58:25,,37.15,-49.61,40,4,47
11:58:26,,37.15,-49.67,40,4,47
11:58:27,,37.15,-50.67,40,4,47
11:58:28,,37.15,-52.95,41,4,47
11:58:29,,37.11,-56.46,40,4,47
11:58:30,,37.11,-60.75,40,4,47
11:58:31,,37.11,-65.12,40,4,47
11:58:32,,37.11,-68.66,40,4,47
11:58:33,,37.15,-70.54,41,4,47
11:58:34,,37.15,-70.11,40,5,47
11:58:35,,37.15,-67.02,40,4,47
11:58:36,,37.15,-61.3,40,4,47
11:58:37,,37.11,-53.36,40,4,47
11:58:38,,37.11,-43.77,40,4,47
11:58:39,,37.11,-33.17,40,4,47
11:58:40,,37.11,-22.13,40,5,47
11:58:41,,37.13,-11.07,40,4,47
11:58:42,,37.13,-0.29,40,4,47
11:58:43,,37.13,9.95,40,4,47
11:58:44,,37.13,19.32,40,4,47
11:58:45,,37.11,27.48,40,4,47
11:58:46,,37.11,34.01,40,5,47
11:58:47,,37.11,38.61,40,4,47
11:58:48,,37.11,41.22,40,4,47
11:58:49,,37.11,41.97,40,4,47
11:58:50,,37.11,41.26,40,4,47
11:58:51,,37.11,39.5,41,4,47
11:58:52,,37.11,37.04,40,4,47
11:58:53,,37.11,34.03,40,4,47
11:58:54,,37.11,30.6,40,5,47
11:58:55,,37.11,26.83,40,4,47
11:58:56,,37.11,22.96,40,4,47
11:58:57,,37.11,19.27,40,4,47
11:58:58,,37.11,15.91,40,4,47
11:58:59,,37.11,12.83,40,4,47
11:59:00,,37.11,9.67,40,4,47
11:59:01,,37.11,6.05,40,5,47
11:59:02,,37.11,1.71,40,4,47
11:59:03,,37.11,-3.3,40,4,47
11:59:04,,37.11,-8.63,40,4,47
11:59:05,,37.11,-13.93,40,4,47
11:59:06,,37.11,-18.91,40,4,47
11:59:07,,37.11,-23.57,40,4,47
11:59:08,,37.11,-28.04,40,4,47
11:59:09,,37.11,-32.5,40,4,47
11:59:10,,37.11,-37.04,40,5,47
11:59:11,,37.11,-41.68,40,4,47
11:59:12,,37.11,-46.34,40,4,47
11:59:13,,37.11,-50.84,40,4,47
11:59:14,,37.11,-54.85,40,4,47
11:59:15,,37.11,-57.77,40,4,47
11:59:16,,37.11,-58.88,40,4,47
11:59:17,,37.11,-57.51,40,4,47
11:59:18,,37.11,-53.3,40,5,47
11:59:19,,37.11,-46.42,40,4,47
11:59:20,,37.11,-37.45,40,4,47
11:59:21,,37.11,-27.16,40,4,47
11:59:22,,37.11,-16.29,40,4,47
11:59:23,,37.11,-5.27,40,4,47
11:59:24,,37.11,5.65,40,4,47
11:59:25,,37.11,16.3,40,4,47
11:59:26,,37.11,26.45,41,4,47
11:59:27,,37.11,35.8,40,4,47
11:59:28,,37.11,43.97,40,4,47
11:59:29,,37.11,50.73,40,4,47
11:59:30,,37.11,55.99,40,4,47
11:59:31,,37.11,59.78,40,4,47
11:59:32,,37.11,62.14,40,4,47
11:59:33,,37.11,63.05,40,4,47
11:59:34,,37.11,62.44,40,4,47
11:59:35,,37.11,60.25,40,4,47
11:59:36,,37.11,56.6,40,4,47
11:59:37,,37.11,51.75,40,5,47
11:59:38,,37.11,46.16,40,4,47
11:59:39,,37.11,40.31,40,4,47
11:59:40,,37.11,34.54,40,4,47
11:59:41,,37.11,28.96,40,4,47
11:59:42,,37.11,23.52,40,4,47
11:59:43,,37.11,18.04,40,4,47
11:59:44,,37.11,12.44,40,4,47
11:59:45,,37.11,6.86,40,4,47
11:59:46,,37.11,1.57,40,4,47
11:59:47,,37.11,-3.06,40,4,47
11:59:48,,37.11,-6.82,40,4,47
11:59:49,,37.11,-9.75,40,4,47
11:59:50,,37.11,-12.22,40,4,47
11:59:51,,37.11,-14.74,40,4,47
11:59:52,,37.11,-17.86,40,4,47
11:59:53,,37.09,-21.94,40,4,47
11:59:54,,37.09,-27.1,40,4,47
11:59:55,,37.09,-33.22,40,4,47
11:59:56,,37.09,-39.93,40,4,47
11:59:57,,37.11,-46.68,40,4,47
11:59:58,,37.11,-52.81,40,4,47
11:59:59,,37.11,-57.49,40,4,47
12:00:00,,37.11,-59.93,40,4,47
12:00:01,,37.09,-59.51,40,4,47
12:00:02,,37.09,-55.95,41,4,47
12:00:03,,37.09,-49.45,40,4,47
12:00:04,,37.09,-40.63,40,5,47
12:00:05,,37.11,-30.31,40,4,47
12:00:06,,37.11,-19.27,40,4,47
12:00:07,,37.11,-8.09,40,4,47
12:00:08,,37.11,2.89,41,4,47
12:00:09,,37.11,13.46,40,4,47
12:00:10,,37.11,23.32,40,4,47
12:00:11,,37.11,31.99,40,4,47
12:00:12,,37.11,38.91,40,4,47
12:00:13,,37.11,43.54,40,4,47
12:00:14,,37.11,45.69,40,4,47
12:00:15,,37.11,45.6,40,4,47
12:00:16,,37.11,43.86,40,4,47
12:00:17,,37.11,41.21,40,4,47
12:00:18,,37.11,38.28,40,4,47
12:00:19,,37.11,35.41,40,4,47
12:00:20,,37.11,32.67,40,4,47
12:00:21,,37.13,29.95,40,4,47
12:00:22,,37.13,27.24,40,4,47
12:00:23,,37.13,24.59,40,4,47
12:00:24,,37.13,22.13,40,4,47
12:00:25,,37.11,19.91,41,4,47
12:00:26,,37.11,17.78,40,5,47
12:00:27,,37.11,15.49,40,5,47
12:00:28,,37.11,12.78,40,4,47
12:00:29,,37.11,9.61,40,4,47
12:00:30,,37.11,6.11,40,4,47
12:00:31,,37.11,2.56,40,4,47
12:00:32,,37.11,-0.81,40,4,47
12:00:33,,37.13,-3.99,40,4,47
12:00:34,,37.13,-7.18,40,4,47
12:00:35,,37.13,-10.7,40,4,47
12:00:36,,37.13,-14.89,40,4,47
12:00:37,,37.13,-19.91,40,4,47
12:00:38,,37.13,-25.76,40,4,47
12:00:39,,37.13,-32.23,40,4,47
12:00:40,,37.13,-38.91,40,4,47
12:00:41,,37.15,-45.18,40,4,47
12:00:42,,37.15,-50.25,40,4,47
12:00:43,,37.15,-53.27,40,5,47
12:00:44,,37.15,-53.58,40,4,47
12:00:45,,37.11,-50.8,40,4,47
12:00:46,,37.11,-45.04,40,4,47
12:00:47,,37.11,-36.76,41,4,47
12:00:48,,37.11,-26.75,40,4,47
12:00:49,,37.15,-15.9,40,5,47
12:00:50,,37.15,-5.14,40,4,47
12:00:51,,37.15,4.71,40,4,47
12:00:52,,37.15,12.96,40,4,47
12:00:53,,37.13,19.14,40,4,47
12:00:54,,37.13,23.09,40,4,47
12:00:55,,37.13,24.91,40,4,47
12:00:56,,37.13,24.94,40,4,47
12:00:57,,37.11,23.69,40,4,47
12:00:58,,37.11,21.64,40,4,47
12:00:59,,37.11,19.18,40,4,47
12:01:00,,37.11,16.49,40,4,47
12:01:01,,37.13,13.62,40,4,47
12:01:02,,37.13,10.51,40,4,47
12:01:03,,37.13,7.02,40,4,47
12:01:04,,37.13,3.08,40,4,47
12:01:05,,37.13,-1.25,40,4,47
12:01:06,,37.13,-5.66,40,4,47
12:01:07,,37.13,-9.57,40,4,47
12:01:08,,37.13,-12.31,40,4,47
12:01:09,,37.15,-13.36,40,4,47
12:01:10,,37.15,-12.68,40,4,47
12:01:11,,37.15,-10.75,40,4,47
12:01:12,,37.15,-8.55,40,4,47
12:01:13,,37.13,-7.18,40,4,47
12:01:14,,37.13,-7.45,40,4,47
12:01:15,,37.13,-9.65,40,4,47
12:01:16,,37.13,-13.49,40,4,47
12:01:17,,37.13,-18.43,40,4,47
12:01:18,,37.13,-23.97,40,4,47
12:01:19,,37.13,-29.97,40,4,47
12:01:20,,37.13,-36.54,40,4,47
12:01:21,,37.15,-43.84,40,4,47
12:01:22,,37.15,-51.75,40,4,47
12:01:23,,37.15,-59.52,40,4,47
12:01:24,,37.15,-65.92,41,4,47
12:01:25,,37.11,-69.42,41,4,47
12:01:26,,37.11,-68.59,40,4,47
12:01:27,,37.11,-62.56,40,4,47
12:01:28,,37.11,-51.17,41,4,47
12:01:29,,37.15,-35.07,40,5,47
12:01:30,,37.15,-15.63,40,4,47
12:01:31,,37.15,5.27,40,4,47
12:01:32,,37.15,25.27,40,4,47
12:01:33,,37.15,41.81,40,5,47
12:01:34,,37.15,52.59,40,4,47
12:01:35,,37.15,56.27,40,4,47
12:01:36,,37.15,53.11,40,4,47
12:01:37,,37.13,45.24,40,4,47
12:01:38,,37.13,36.22,40,5,47
12:01:39,,37.13,29.94,40,4,47
12:01:40,,37.13,29.1,40,4,47
12:01:41,,37.13,33.83,40,4,47
12:01:42,,37.13,41.33,40,4,47
12:01:43,,37.13,46.62,40,4,47
12:01:44,,37.13,44.4,40,4,47
12:01:45,,37.13,31.17,41,4,47
12:01:46,,37.13,6.93,40,4,47
12:01:47,,37.13,-24.57,40,4,47
12:01:48,,37.13,-56.78,40,4,47
12:01:49,,37.15,-82.56,40,4,47
12:01:50,,37.15,-96.39,40,4,47
12:01:51,,37.15,-96.11,40,4,47
12:01:52,,37.15,-83.37,40,4,47
12:01:53,,37.13,-62.94,40,4,47
12:01:54,,37.13,-41.08,40,4,47
12:01:55,,37.13,-23.65,40,4,47
12:01:56,,37.13,-14.74,40,4,47
12:01:57,,37.13,-15.97,40,4,47
12:01:58,,37.13,-26.63,40,4,47
12:01:59,,37.13,-44.39,40,4,47
12:02:00,,37.13,-66.17,40,4,47
12:02:01,,37.13,-88.89,40,5,47
12:02:02,,37.13,-109.94,40,4,47
12:02:03,,37.13,-127.15,40,4,47
12:02:04,,37.13,-138.84,40,4,47
12:02:05,,37.13,-143.82,40,4,47
12:02:06,,37.13,-141.57,40,4,47
12:02:07,,37.13,-132.6,40,4,47
12:02:08,,37.13,-118.36,40,4,47
12:02:09,,37.15,-100.95,40,4,47
12:02:10,,37.15,-82.5,40,4,47
12:02:11,,37.15,-64.47,40,4,47
12:02:12,,37.15,-47.22,40,4,47
12:02:13,,37.13,-30.34,40,4,47
12:02:14,,37.13,-13.1,40,4,47
12:02:15,,37.13,4.8,41,4,47
12:02:16,,37.13,22.79,40,4,47
12:02:17,,37.13,39.49,40,4,47
12:02:18,,37.13,53.11,40,4,47
12:02:19,,37.13,62.04,40,4,47
12:02:20,,37.13,65.41,40,4,47
12:02:21,,37.13,63.39,40,4,47
12:02:22,,37.13,57.01,41,4,47
12:02:23,,37.13,47.95,40,4,47
12:02:24,,37.13,38,40,4,47
12:02:25,,37.13,28.62,40,4,47
12:02:26,,37.13,20.59,40,4,47
12:02:27,,37.13,14,41,4,47
12:02:28,,37.13,8.35,40,4,47
12:02:29,,37.11,2.84,40,4,47
12:02:30,,37.11,-3.13,40,4,47
12:02:31,,37.11,-9.8,40,4,47
12:02:32,,37.11,-16.95,40,4,47
12:02:33,,37.11,-23.99,40,4,47
12:02:34,,37.11,-30.29,40,4,47
12:02:35,,37.11,-35.38,40,4,47
12:02:36,,37.11,-39.16,40,4,47
12:02:37,,37.13,-41.89,40,4,47
12:02:38,,37.13,-44.1,40,4,47
12:02:39,,37.13,-46.45,40,4,47
12:02:40,,37.13,-49.63,40,4,47
12:02:41,,37.15,-54.21,40,5,47
12:02:42,,37.15,-60.5,40,4,47
12:02:43,,37.15,-68.47,40,4,47
12:02:44,,37.15,-77.56,40,4,47
12:02:45,,37.15,-86.7,40,4,47
12:02:46,,37.15,-94.4,40,4,47
12:02:47,,37.15,-99.09,40,5,47
12:02:48,,37.15,-99.44,40,4,47
12:02:49,,37.11,-94.78,40,4,47
12:02:50,,37.11,-85.14,40,4,47
12:02:51,,37.11,-71.26,40,4,47
12:02:52,,37.11,-54.17,40,4,47
12:02:53,,37.13,-34.84,40,4,47
12:02:54,,37.13,-13.87,40,4,47
12:02:55,,37.13,8.49,40,4,47
12:02:56,,37.13,32.12,40,4,47
12:02:57,,37.13,56.78,40,4,47
12:02:58,,37.13,81.75,40,4,47
12:02:59,,37.13,105.86,40,4,47
12:03:00,,37.13,127.71,40,4,47
12:03:01,,37.13,146.02,40,4,47
12:03:02,,37.13,159.95,40,4,47
12:03:03,,37.13,169.28,40,4,47
12:03:04,,37.13,174.27,40,4,47
12:03:05,,37.11,175.44,40,4,47
12:03:06,,37.11,173.44,40,4,47
12:03:07,,37.11,168.84,40,4,47
12:03:08,,37.11,162.25,40,4,47
12:03:09,,37.11,154.36,40,4,47
12:03:10,,37.11,145.87,40,4,47
12:03:11,,37.11,137.54,40,4,47
12:03:12,,37.11,130.06,40,4,47
12:03:13,,37.15,124.13,40,4,47
12:03:14,,37.15,120.4,40,4,47
12:03:15,,37.15,119.49,40,4,47
12:03:16,,37.15,121.5,40,4,47
12:03:17,,37.11,125.76,40,4,47
12:03:18,,37.11,130.55,40,4,47
12:03:19,,37.11,133.08,40,4,47
12:03:20,,37.11,130.06,40,4,47
12:03:21,,37.11,118.51,40,4,47
12:03:22,,37.11,96.72,40,4,47
12:03:23,,37.11,64.89,40,4,47
12:03:24,,37.11,25.38,40,4,47
12:03:25,,37.11,-17.68,40,4,47
12:03:26,,37.11,-59.21,40,4,47
12:03:27,,37.11,-94.29,40,4,47
12:03:28,,37.11,-119.11,40,4,47
12:03:29,,37.13,-131.59,40,4,47
12:03:30,,37.13,-131.49,40,4,47
12:03:31,,37.13,-119.99,40,4,47
12:03:32,,37.13,-99.09,40,5,47
12:03:33,,37.13,-71.05,40,4,47
12:03:34,,37.13,-38.14,40,4,47
12:03:35,,37.13,-2.53,40,4,47
12:03:36,,37.13,33.67,40,4,47
12:03:37,,37.13,68.41,40,4,47
12:03:38,,37.13,99.96,40,4,47
12:03:39,,37.13,127.24,40,4,47
12:03:40,,37.13,149.9,40,4,47
12:03:41,,37.11,168.37,40,4,47
12:03:42,,37.11,183.54,40,4,47
12:03:43,,37.11,196.35,40,4,47
12:03:44,,37.11,207.48,40,4,47
12:03:45,,37.13,217.13,40,4,47
12:03:46,,37.13,225.24,40,4,47
12:03:47,,37.13,231.61,40,4,47
12:03:48,,37.13,236.18,40,4,47
12:03:49,,37.11,238.8,40,4,47
12:03:50,,37.11,239.14,40,4,47
12:03:51,,37.11,236.32,40,4,47
12:03:52,,37.11,228.86,40,4,47
12:03:53,,37.13,215.09,40,4,47
12:03:54,,37.13,193.73,40,4,47
12:03:55,,37.13,164.58,40,4,47
12:03:56,,37.13,128.71,40,4,47
12:03:57,,37.13,88.2,40,4,47
12:03:58,,37.13,45.44,40,4,47
12:03:59,,37.13,2.66,40,4,47
12:04:00,,37.13,-38.3,40,4,47
12:04:01,,37.13,-75.92,40,4,47
12:04:02,,37.13,-108.68,40,4,47
12:04:03,,37.13,-135.17,40,4,47
12:04:04,,37.13,-154.38,41,4,47
12:04:05,,37.11,-166.22,40,4,47
12:04:06,,37.11,-171.66,40,4,47
12:04:07,,37.11,-172.51,40,4,47
12:04:08,,37.11,-170.8,40,4,47
12:04:09,,37.13,-168.19,40,4,47
12:04:10,,37.13,-165.6,40,4,47
12:04:11,,37.13,-163.18,40,4,47
12:04:12,,37.13,-160.6,40,4,47
12:04:13,,37.13,-157.32,40,4,47
12:04:14,,37.13,-152.76,40,4,47
12:04:15,,37.13,-146.28,40,4,47
12:04:16,,37.13,-137.2,40,4,47
12:04:17,,37.15,-124.96,40,4,47
12:04:18,,37.15,-109.37,40,4,47
12:04:19,,37.15,-90.89,40,4,47
12:04:20,,37.15,-70.79,40,4,47
12:04:21,,37.15,-51.06,40,4,47
12:04:22,,37.15,-34.09,40,4,47
12:04:23,,37.15,-22.1,40,4,47
12:04:24,,37.15,-16.44,40,4,47
12:04:25,,37.13,-17.12,40,4,47
12:04:26,,37.13,-22.77,40,4,47
12:04:27,,37.13,-31.01,40,4,47
12:04:28,,37.13,-39.35,41,4,47
12:04:29,,37.11,-45.97,40,4,47
12:04:30,,37.11,-50.28,40,5,47
12:04:31,,37.11,-52.87,40,4,47
12:04:32,,37.11,-54.95,40,4,47
12:04:33,,37.13,-57.67,40,4,47
12:04:34,,37.13,-61.51,40,4,47
12:04:35,,37.13,-66.18,40,4,47
12:04:36,,37.13,-70.76,40,4,47
12:04:37,,37.13,-74.18,40,4,47
12:04:38,,37.13,-75.61,40,4,47
12:04:39,,37.13,-74.66,41,4,47
12:04:40,,37.13,-71.31,40,5,47
12:04:41,,37.15,-65.8,40,4,47
12:04:42,,37.15,-58.51,40,4,47
12:04:43,,37.15,-49.92,40,4,47
12:04:44,,37.15,-40.68,40,5,47
12:04:45,,37.13,-31.66,40,4,47
12:04:46,,37.13,-23.99,41,4,47
12:04:47,,37.13,-18.77,40,4,47
12:04:48,,37.13,-16.83,40,4,47
12:04:49,,37.13,-18.21,40,5,47
12:04:50,,37.13,-22.03,40,4,47
12:04:51,,37.13,-26.62,40,4,47
12:04:52,,37.13,-30,40,5,47
12:04:53,,37.13,-30.53,40,4,47
12:04:54,,37.13,-27.46,40,4,47
12:04:55,,37.13,-21.01,40,4,47
12:04:56,,37.13,-12.16,40,4,47
12:04:57,,37.13,-2.05,40,4,47
12:04:58,,37.13,8.45,40,4,47
12:04:59,,37.13,19.04,40,4,47
12:05:00,,37.13,29.74,40,4,47
12:05:01,,37.11,40.67,40,4,47
12:05:02,,37.11,51.58,40,4,47
12:05:03,,37.11,61.77,40,4,47
12:05:04,,37.11,70.18,40,4,47
12:05:05,,37.15,75.76,40,4,47
12:05:06,,37.15,77.75,40,4,47
12:05:07,,37.15,75.84,41,4,47
12:05:08,,37.15,70.3,40,4,47
12:05:09,,37.13,61.76,40,4,47
12:05:10,,37.13,51.08,40,4,47
12:05:11,,37.13,39.19,40,4,47
12:05:12,,37.13,26.98,41,4,47
12:05:13,,37.11,15.23,40,4,47
12:05:14,,37.11,4.51,40,4,47
12:05:15,,37.11,-4.86,40,4,47
12:05:16,,37.11,-12.78,40,4,47
12:05:17,,37.15,-19.35,40,4,47
12:05:18,,37.15,-24.76,40,4,47
12:05:19,,37.15,-29.21,40,4,47
12:05:20,,37.15,-32.83,40,4,47
12:05:21,,37.15,-35.74,40,4,47
12:05:22,,37.15,-38.06,40,4,47
12:05:23,,37.15,-39.97,40,4,47
12:05:24,,37.15,-41.73,40,4,47
12:05:25,,37.13,-43.69,40,4,47
12:05:26,,37.13,-46.15,40,4,47
12:05:27,,37.13,-49.36,40,4,47
12:05:28,,37.13,-53.37,40,4,47
12:05:29,,37.13,-58,40,4,47
12:05:30,,37.13,-62.78,40,5,47
12:05:31,,37.13,-66.97,40,4,47
12:05:32,,37.13,-69.66,40,4,47
12:05:33,,37.13,-69.99,40,5,47
12:05:34,,37.13,-67.43,40,4,47
12:05:35,,37.13,-61.85,40,4,47
12:05:36,,37.13,-53.56,40,4,47
12:05:37,,37.15,-43.08,40,4,47
12:05:38,,37.15,-30.95,40,4,47
12:05:39,,37.15,-17.61,40,4,47
12:05:40,,37.15,-3.36,40,4,47
12:05:41,,37.15,11.53,40,4,47
12:05:42,,37.15,26.77,40,4,47
12:05:43,,37.15,41.88,40,4,47
12:05:44,,37.15,56.33,40,4,47
12:05:45,,37.13,69.47,40,4,47
12:05:46,,37.13,80.65,40,4,47
12:05:47,,37.13,89.27,40,4,47
12:05:48,,37.13,94.85,40,4,47
12:05:49,,37.15,97.15,40,4,47
12:05:50,,37.15,96.26,40,4,47
12:05:51,,37.15,92.75,40,4,47
12:05:52,,37.15,87.53,40,4,47
12:05:53,,37.15,81.71,40,4,47
12:05:54,,37.15,76.26,40,4,47
12:05:55,,37.15,71.67,40,4,47
12:05:56,,37.15,67.96,40,4,47
12:05:57,,37.13,64.78,40,4,47
12:05:58,,37.13,61.57,40,4,47
12:05:59,,37.13,57.87,40,4,47
12:06:00,,37.13,53.42,40,4,47
12:06:01,,37.15,48.24,40,4,47
12:06:02,,37.15,42.56,40,4,47
12:06:03,,37.15,36.64,40,4,47
12:06:04,,37.15,30.69,40,4,47
12:06:05,,37.15,24.79,40,4,47
12:06:06,,37.15,18.82,40,4,47
12:06:07,,37.15,12.41,40,4,47
12:06:08,,37.15,5.11,40,4,47
12:06:09,,37.13,-3.43,40,4,47
12:06:10,,37.13,-13.18,40,4,47
12:06:11,,37.13,-23.54,40,4,47
12:06:12,,37.13,-33.44,40,4,47
12:06:13,,37.13,-41.75,40,4,47
12:06:14,,37.13,-47.57,40,4,47
12:06:15,,37.13,-50.5,40,4,47
12:06:16,,37.13,-50.37,40,4,47
12:06:17,,37.13,-47.11,40,4,47
12:06:18,,37.13,-40.69,40,4,47
12:06:19,,37.13,-31.43,40,4,47
12:06:20,,37.13,-20.12,40,4,47
12:06:21,,37.15,-8.21,40,4,47
12:06:22,,37.15,2.69,40,4,47
12:06:23,,37.15,11.32,40,4,47
12:06:24,,37.15,17.36,40,4,47
12:06:25,,37.15,21.36,40,4,47
12:06:26,,37.15,24.41,40,4,47
12:06:27,,37.15,27.41,40,4,47
12:06:28,,37.15,30.6,40,4,48
12:06:29,,37.13,33.65,40,4,47
12:06:30,,37.13,35.99,40,4,47
12:06:31,,37.13,37.18,40,4,47
12:06:32,,37.13,37,40,4,47
12:06:33,,37.13,35.25,40,4,47
12:06:34,,37.13,31.48,40,4,47
12:06:35,,37.13,24.96,40,4,47
12:06:36,,37.13,15.16,40,4,47
12:06:37,,37.13,2.26,40,4,47
12:06:38,,37.13,-12.49,40,4,47
12:06:39,,37.13,-26.96,40,4,47
12:06:40,,37.13,-38.86,40,4,47
12:06:41,,37.13,-46.68,40,4,47
12:06:42,,37.13,-50.56,40,4,47
12:06:43,,37.13,-52.46,40,4,47
12:06:44,,37.13,-55.55,40,4,47
12:06:45,,37.13,-62.9,40,5,47
12:06:46,,37.13,-76.23,40,4,47
12:06:47,,37.13,-95.04,40,4,47
12:06:48,,37.13,-116.66,40,4,47
12:06:49,,37.15,-137.09,40,4,47
12:06:50,,37.15,-152.2,40,4,47
12:06:51,,37.15,-158.93,40,4,47
12:06:52,,37.15,-156.04,40,4,47
12:06:53,,37.13,-144.48,41,5,47
12:06:54,,37.13,-127.06,40,4,47
12:06:55,,37.13,-107.65,40,4,47
12:06:56,,37.13,-89.73,40,4,47
12:06:57,,37.15,-75.05,40,4,47
12:06:58,,37.15,-62.79,40,4,47
12:06:59,,37.15,-50.05,40,4,47
12:07:00,,37.15,-33.38,40,4,47
12:07:01,,37.15,-10.77,40,4,47
12:07:02,,37.15,17.03,40,5,47
12:07:03,,37.15,46.59,40,4,47
12:07:04,,37.15,73.25,40,4,47
12:07:05,,37.13,93,40,5,47
12:07:06,,37.13,103.89,41,4,47
12:07:07,,37.13,106.24,40,4,47
12:07:08,,37.13,101.69,40,5,47
12:07:09,,37.13,92.13,40,4,47
12:07:10,,37.13,79.13,40,4,47
12:07:11,,37.13,64.23,41,4,47
12:07:12,,37.13,49.47,40,4,47
12:07:13,,37.16,37.51,41,4,47
12:07:14,,37.16,30.98,40,4,47
12:07:15,,37.16,31.33,40,4,47
12:07:16,,37.16,38.07,40,4,47
12:07:17,,37.13,48.77,40,4,47
12:07:18,,37.13,59.9,40,4,47
12:07:19,,37.13,68.06,40,4,47
12:07:20,,37.13,71.13,40,4,47
12:07:21,,37.13,68.66,40,4,47
12:07:22,,37.13,61.61,40,4,47
12:07:23,,37.13,51.65,40,4,47
12:07:24,,37.13,40.51,40,4,47
12:07:25,,37.13,29.62,40,4,47
12:07:26,,37.13,20.08,40,4,47
12:07:27,,37.13,12.7,40,4,47
12:07:28,,37.13,8.07,40,4,47
12:07:29,,37.15,6.27,40,4,47
12:07:30,,37.15,6.87,40,4,47
12:07:31,,37.15,8.89,41,4,47
12:07:32,,37.15,11.22,40,4,47
12:07:33,,37.13,12.93,40,4,47
12:07:34,,37.13,13.71,40,5,47
12:07:35,,37.13,13.87,41,4,47
12:07:36,,37.13,14.17,40,4,47
12:07:37,,37.13,15.24,40,4,47
12:07:38,,37.13,17.1,40,4,47
12:07:39,,37.13,19.05,40,4,47
12:07:40,,37.13,19.8,40,4,47
12:07:41,,37.13,17.94,40,4,47
12:07:42,,37.13,12.53,40,4,47
12:07:43,,37.13,3.48,40,5,47
12:07:44,,37.13,-8.35,40,4,47
12:07:45,,37.15,-21.42,40,4,47
12:07:46,,37.15,-33.96,40,4,47
12:07:47,,37.15,-44.63,40,4,47
12:07:48,,37.15,-52.94,40,4,47
12:07:49,,37.15,-59.48,40,4,47
12:07:50,,37.15,-65.71,40,4,47
12:07:51,,37.15,-73.54,40,4,47
12:07:52,,37.15,-84.69,40,4,47
12:07:53,,37.15,-100.03,40,4,47
12:07:54,,37.15,-118.85,40,4,47
12:07:55,,37.15,-138.57,40,4,47
12:07:56,,37.15,-154.89,40,4,47
12:07:57,,37.13,-162.46,40,4,47
12:07:58,,37.13,-156.28,40,5,47
12:07:59,,37.13,-133.46,40,4,47
12:08:00,,37.13,-94.89,40,4,47
12:08:01,,37.13,-45.86,40,4,47
12:08:02,,37.13,4.95,40,4,47
12:08:03,,37.13,48.27,40,4,47
12:08:04,,37.13,77.49,40,4,47
12:08:05,,37.15,91.01,40,4,47
12:08:06,,37.15,92.31,41,4,47
12:08:07,,37.15,87.92,40,4,47
12:08:08,,37.15,84.17,40,4,47
12:08:09,,37.15,84.72,40,4,47
12:08:10,,37.15,89.73,40,4,47
12:08:11,,37.15,97.06,40,4,47
12:08:12,,37.15,104.19,40,4,47
12:08:13,,37.15,109.69,40,4,47
12:08:14,,37.15,113.57,40,4,47
12:08:15,,37.15,116.51,40,4,47
12:08:16,,37.15,118.95,40,4,47
12:08:17,,37.15,120.61,40,4,47
12:08:18,,37.15,120.84,40,4,47
12:08:19,,37.15,119.33,40,4,47
12:08:20,,37.15,116.55,40,4,47
12:08:21,,37.15,113.67,40,4,47
12:08:22,,37.15,111.96,40,5,47
12:08:23,,37.15,112.15,40,4,47
12:08:24,,37.15,113.88,41,4,47
12:08:25,,37.13,115.44,40,4,47
12:08:26,,37.13,114.21,40,4,47
12:08:27,,37.13,107.56,40,4,47
12:08:28,,37.13,93.91,40,4,47
12:08:29,,37.15,73.68,40,4,47
12:08:30,,37.15,49.53,40,4,47
12:08:31,,37.15,25.64,40,4,47
12:08:32,,37.15,6.3,40,4,47
12:08:33,,37.13,-5.6,40,4,47
12:08:34,,37.13,-9.58,40,4,47
12:08:35,,37.13,-7.35,40,4,47
12:08:36,,37.13,-2.02,40,4,47
12:08:37,,37.15,3.07,40,4,47
12:08:38,,37.15,5.01,40,4,47
12:08:39,,37.15,1.44,40,4,47
12:08:40,,37.15,-9.58,40,4,47
12:08:41,,37.13,-29.28,40,4,47
12:08:42,,37.13,-57.17,40,4,47
12:08:43,,37.13,-90.05,40,4,47
