Time,HR,Temp,BVP,x,y,z
07:16:16,87.27,36.31,45.3,40,3,47
07:16:17,87.47,36.31,43.17,41,3,47
07:16:18,87.73,36.31,40.66,41,3,47
07:16:19,87.98,36.31,38.01,40,3,47
07:16:20,88.23,36.31,35.38,40,3,47
07:16:21,88.48,36.31,32.77,41,3,47
07:16:22,88.85,36.31,30.14,41,3,47
07:16:23,89.22,36.31,27.41,41,3,47
07:16:24,89.58,36.31,24.51,40,3,47
07:16:25,89.95,36.31,21.52,40,3,47
07:16:26,90.35,36.31,18.47,40,3,47
07:16:27,90.77,36.31,15.42,40,3,47
07:16:28,90.9,36.31,12.35,41,3,47
07:16:29,91.02,36.33,9.17,40,3,47
07:16:30,91.13,36.33,5.83,40,3,47
07:16:31,91.23,36.33,2.29,41,3,47
07:16:32,91.38,36.33,-1.39,40,3,47
07:16:33,91.42,36.29,-5.18,40,3,47
07:16:34,91.47,36.29,-9.01,40,3,47
07:16:35,91.52,36.29,-12.86,40,3,47
07:16:36,91.63,36.29,-16.72,40,3,47
07:16:37,91.72,36.31,-20.64,41,3,47
07:16:38,91.82,36.31,-24.75,41,3,47
07:16:39,91.87,36.31,-29.26,40,3,47
07:16:40,91.92,36.31,-34.34,41,3,47
07:16:41,91.93,36.33,-40.01,40,3,47
07:16:42,91.93,36.33,-45.99,41,3,47
07:16:43,91.93,36.33,-51.65,40,3,47
07:16:44,91.88,36.33,-56.19,41,3,47
07:16:45,91.83,36.31,-58.81,41,3,47
07:16:46,91.75,36.31,-58.98,40,3,47
07:16:47,91.63,36.31,-56.59,40,3,47
07:16:48,91.55,36.31,-51.89,41,3,47
07:16:49,91.37,36.31,-45.35,41,3,47
07:16:50,91.17,36.31,-37.47,40,3,47
07:16:51,91,36.31,-28.73,41,3,47
07:16:52,90.85,36.31,-19.52,41,3,47
07:16:53,90.68,36.31,-10.21,41,3,47
07:16:54,90.55,36.31,-1.1,41,3,47
07:16:55,90.5,36.31,7.57,40,3,47
07:16:56,90.47,36.31,15.62,41,3,47
07:16:57,90.43,36.31,22.99,41,3,47
07:16:58,90.42,36.31,29.58,40,3,47
07:16:59,90.42,36.31,35.24,41,3,47
07:17:00,90.4,36.31,39.72,40,3,47
07:17:01,90.4,36.29,42.8,40,3,47
07:17:02,90.38,36.29,44.45,40,3,47
07:17:03,90.33,36.29,44.83,41,3,47
07:17:04,90.27,36.29,44.31,40,3,47
07:17:05,90.22,36.31,43.3,41,3,47
07:17:06,90.2,36.31,42.13,41,3,47
07:17:07,90.18,36.31,40.95,41,3,47
07:17:08,90.18,36.31,39.75,40,3,47
07:17:09,90.18,36.29,38.45,41,3,47
07:17:10,90.18,36.29,36.98,41,3,47
07:17:11,90.18,36.29,35.27,41,3,47
07:17:12,90.17,36.29,33.32,41,3,47
07:17:13,90.13,36.29,31.1,40,3,47
07:17:14,90.08,36.29,28.6,41,3,47
07:17:15,90.03,36.29,25.86,41,3,47
07:17:16,90.02,36.29,22.97,41,3,47
07:17:17,90,36.29,20.04,41,3,47
07:17:18,89.97,36.29,17.16,41,3,47
07:17:19,89.98,36.29,14.37,41,3,47
07:17:20,90,36.29,11.55,41,3,47
07:17:21,90.02,36.29,8.53,41,3,47
07:17:22,90.05,36.29,5.17,41,3,47
07:17:23,90.03,36.29,1.43,41,3,47
07:17:24,90.02,36.29,-2.59,40,3,47
07:17:25,89.98,36.29,-6.73,41,3,47
07:17:26,89.9,36.29,-10.88,41,3,47
07:17:27,89.87,36.29,-14.99,41,3,47
07:17:28,89.82,36.29,-19.11,41,3,47
07:17:29,89.7,36.31,-23.38,40,3,47
07:17:30,89.55,36.31,-27.93,41,3,47
07:17:31,89.43,36.31,-32.86,41,3,47
07:17:32,89.3,36.31,-38.15,40,3,47
07:17:33,89.15,36.27,-43.6,41,3,47
07:17:34,89.02,36.27,-48.8,41,3,47
07:17:35,88.85,36.27,-53.17,41,3,47
07:17:36,88.72,36.27,-55.99,41,3,47
07:17:37,88.63,36.27,-56.63,41,3,47
07:17:38,88.55,36.27,-54.75,40,3,47
07:17:39,88.53,36.27,-50.34,41,2,47
07:17:40,88.5,36.27,-43.78,41,3,47
07:17:41,88.5,36.31,-35.69,40,3,47
07:17:42,88.52,36.31,-26.69,40,3,47
07:17:43,88.57,36.31,-17.26,40,3,47
07:17:44,88.63,36.31,-7.75,40,3,47
07:17:45,88.7,36.31,1.59,41,3,47
07:17:46,88.78,36.31,10.5,40,3,47
07:17:47,88.85,36.31,18.62,41,3,47
07:17:48,88.92,36.31,25.61,41,3,47
07:17:49,89.02,36.29,31.19,40,3,47
07:17:50,89.12,36.29,35.27,40,3,47
07:17:51,89.22,36.29,38.02,41,3,47
07:17:52,89.32,36.29,39.73,41,2,47
07:17:53,89.47,36.29,40.7,40,3,47
07:17:54,89.63,36.29,41.14,41,3,47
07:17:55,89.8,36.29,41.08,40,2,47
07:17:56,89.95,36.29,40.49,40,3,47
07:17:57,90.08,36.29,39.33,41,3,47
07:17:58,90.18,36.29,37.66,40,2,47
07:17:59,90.37,36.29,35.61,40,3,47
07:18:00,90.63,36.29,33.38,40,3,47
07:18:01,90.83,36.31,31.09,40,2,47
07:18:02,91.03,36.31,28.81,41,3,47
07:18:03,91.27,36.31,26.52,40,3,47
07:18:04,91.5,36.31,24.19,40,3,47
07:18:05,91.7,36.29,21.83,40,3,47
07:18:06,91.85,36.29,19.5,40,2,47
07:18:07,92,36.29,17.26,41,3,47
07:18:08,92.15,36.29,15.08,40,3,47
07:18:09,92.33,36.27,12.87,40,3,47
07:18:10,92.5,36.27,10.49,40,3,47
07:18:11,92.67,36.27,7.79,40,3,47
07:18:12,92.88,36.27,4.71,40,2,47
07:18:13,93.17,36.27,1.29,41,3,47
07:18:14,93.45,36.27,-2.35,40,3,47
07:18:15,93.72,36.27,-6.05,40,3,47
07:18:16,93.93,36.27,-9.69,40,2,47
07:18:17,94.15,36.31,-13.21,40,3,47
07:18:18,94.35,36.31,-16.65,40,3,47
07:18:19,94.55,36.31,-20.11,41,3,47
07:18:20,94.77,36.31,-23.73,40,3,47
07:18:21,94.98,36.29,-27.63,41,3,47
07:18:22,95.2,36.29,-31.88,41,2,47
07:18:23,95.47,36.29,-36.38,40,3,47
07:18:24,95.73,36.29,-40.78,40,3,47
07:18:25,95.93,36.29,-44.53,40,3,47
07:18:26,96.18,36.29,-46.94,40,3,47
07:18:27,96.38,36.29,-47.36,40,3,47
07:18:28,96.63,36.29,-45.43,41,3,47
07:18:29,96.95,36.29,-41.15,41,3,47
07:18:30,97.27,36.29,-34.9,41,3,47
07:18:31,97.57,36.29,-27.31,41,3,47
07:18:32,97.92,36.29,-19.06,41,3,47
07:18:33,98.27,36.29,-10.72,41,3,47
07:18:34,98.6,36.29,-2.66,40,3,47
07:18:35,98.92,36.29,4.9,41,3,47
07:18:36,99.25,36.29,11.82,41,3,47
07:18:37,99.57,36.27,17.97,40,3,47
07:18:38,99.92,36.27,23.15,41,3,47
07:18:39,100.23,36.27,27.21,40,3,47
07:18:40,100.5,36.27,30.01,41,3,47
07:18:41,100.75,36.29,31.61,40,3,47
07:18:42,100.98,36.29,32.18,40,3,47
07:18:43,101.07,36.29,32.01,41,3,47
07:18:44,101.15,36.29,31.41,40,3,47
07:18:45,101.23,36.27,30.56,40,3,47
07:18:46,101.28,36.27,29.49,41,3,47
07:18:47,101.35,36.27,28.13,41,3,47
07:18:48,101.43,36.27,26.44,41,3,47
07:18:49,101.52,36.27,24.46,40,3,47
07:18:50,101.58,36.27,22.37,40,3,47
07:18:51,101.63,36.27,20.38,41,3,47
07:18:52,101.67,36.27,18.62,40,3,47
07:18:53,101.67,36.27,17.07,41,3,47
07:18:54,101.65,36.27,15.59,41,3,47
07:18:55,101.67,36.27,13.94,40,3,47
07:18:56,101.57,36.27,11.98,41,3,47
07:18:57,101.48,36.29,9.7,41,3,47
07:18:58,101.38,36.29,7.18,41,3,47
07:18:59,101.2,36.29,4.5,40,3,47
07:19:00,100.97,36.29,1.69,40,3,47
07:19:01,100.77,36.31,-1.28,41,3,47
07:19:02,100.58,36.31,-4.5,41,3,47
07:19:03,100.45,36.31,-7.99,41,3,47
07:19:04,100.32,36.31,-11.75,41,3,47
07:19:05,100.17,36.29,-15.75,41,3,47
07:19:06,100.12,36.29,-19.93,41,3,47
07:19:07,100.08,36.29,-24.29,41,3,47
07:19:08,100,36.29,-28.85,41,3,47
07:19:09,99.9,36.29,-33.64,41,3,47
07:19:10,99.87,36.29,-38.57,41,3,47
07:19:11,99.82,36.29,-43.39,40,3,47
07:19:12,99.73,36.29,-47.66,41,3,47
07:19:13,99.62,36.29,-50.78,40,3,47
07:19:14,99.5,36.29,-52.15,41,3,47
07:19:15,99.38,36.29,-51.36,41,3,47
07:19:16,99.28,36.29,-48.3,41,3,47
07:19:17,99.18,36.29,-43.21,41,3,47
07:19:18,99.05,36.29,-36.53,41,3,47
07:19:19,98.87,36.29,-28.79,41,3,47
07:19:20,98.67,36.29,-20.45,41,3,47
07:19:21,98.42,36.29,-11.88,41,3,47
07:19:22,98.15,36.29,-3.36,40,3,47
07:19:23,97.9,36.29,4.79,41,3,47
07:19:24,97.6,36.29,12.24,41,3,47
07:19:25,97.38,36.31,18.65,41,3,47
07:19:26,97.13,36.31,23.86,41,3,47
07:19:27,96.88,36.31,27.83,41,3,47
07:19:28,96.58,36.31,30.69,41,3,47
07:19:29,96.3,36.29,32.59,40,3,47
07:19:30,96.02,36.29,33.68,41,3,47
07:19:31,95.78,36.29,34.03,41,3,47
07:19:32,95.48,36.29,33.68,41,3,47
07:19:33,95.2,36.29,32.65,41,3,47
07:19:34,94.93,36.29,31,41,3,47
07:19:35,94.73,36.29,28.84,41,3,47
07:19:36,94.52,36.29,26.3,41,3,47
07:19:37,94.3,36.31,23.56,40,3,47
07:19:38,94.07,36.31,20.8,41,3,47
07:19:39,93.87,36.31,18.19,41,3,47
07:19:40,93.73,36.31,15.78,41,3,47
07:19:41,93.58,36.29,13.53,41,3,47
07:19:42,93.42,36.29,11.25,41,3,47
07:19:43,93.35,36.29,8.71,41,3,47
07:19:44,93.23,36.29,5.74,41,3,47
07:19:45,93.12,36.27,2.34,41,3,47
07:19:46,93,36.27,-1.34,41,3,47
07:19:47,92.88,36.27,-5.02,41,3,47
07:19:48,92.77,36.27,-8.47,41,3,47
07:19:49,92.65,36.29,-11.57,41,3,47
07:19:50,92.57,36.29,-14.45,41,3,47
07:19:51,92.5,36.29,-17.35,41,3,47
07:19:52,92.5,36.29,-20.58,41,3,47
07:19:53,92.48,36.31,-24.39,41,3,47
07:19:54,92.47,36.31,-28.87,41,3,47
07:19:55,92.38,36.31,-33.99,41,3,47
07:19:56,92.42,36.31,-39.49,41,3,47
07:19:57,92.43,36.27,-44.97,40,3,47
07:19:58,92.43,36.27,-49.9,41,3,47
07:19:59,92.43,36.27,-53.63,40,3,47
07:20:00,92.42,36.27,-55.55,41,3,47
07:20:01,92.43,36.27,-55.17,41,3,47
07:20:02,92.48,36.27,-52.33,41,3,47
07:20:03,92.5,36.27,-47.2,41,3,47
07:20:04,92.52,36.27,-40.26,41,3,47
07:20:05,92.58,36.27,-32.18,41,3,47
07:20:06,92.62,36.27,-23.66,41,3,47
07:20:07,92.67,36.27,-15.19,41,3,47
07:20:08,92.8,36.27,-7.03,41,3,47
07:20:09,92.93,36.27,0.68,41,3,47
07:20:10,93.02,36.27,7.97,41,3,47
07:20:11,93.1,36.27,14.77,41,3,47
07:20:12,93.22,36.27,20.91,41,3,47
07:20:13,93.27,36.27,26.22,41,3,47
07:20:14,93.32,36.27,30.52,41,3,47
07:20:15,93.37,36.27,33.74,41,2,47
07:20:16,93.4,36.27,35.91,41,3,47
07:20:17,93.43,36.27,37.16,41,3,47
07:20:18,93.5,36.27,37.61,41,3,47
07:20:19,93.6,36.27,37.39,41,3,47
07:20:20,93.68,36.27,36.55,41,3,47
07:20:21,93.8,36.29,35.11,41,3,47
07:20:22,93.93,36.29,33.18,41,3,47
07:20:23,94,36.29,30.88,41,2,47
07:20:24,94.12,36.29,28.42,40,3,47
07:20:25,94.22,36.27,26.02,41,3,47
07:20:26,94.28,36.27,23.82,40,3,47
07:20:27,94.37,36.27,21.84,41,2,47
07:20:28,94.48,36.27,19.96,41,3,47
07:20:29,94.6,36.29,17.91,41,3,47
07:20:30,94.73,36.29,15.42,41,3,47
07:20:31,94.82,36.29,12.33,40,3,47
07:20:32,94.97,36.29,8.62,40,3,47
07:20:33,95.15,36.29,4.43,41,3,47
07:20:34,95.32,36.29,-0.01,41,3,47
07:20:35,95.45,36.29,-4.53,40,3,47
07:20:36,95.57,36.29,-8.99,41,3,47
07:20:37,95.65,36.27,-13.4,41,3,47
07:20:38,95.72,36.27,-17.86,41,3,47
07:20:39,95.73,36.27,-22.54,41,3,47
07:20:40,95.68,36.27,-27.64,41,3,47
07:20:41,95.65,36.27,-33.34,41,3,47
07:20:42,95.63,36.27,-39.69,41,3,47
07:20:43,95.65,36.27,-46.54,41,3,47
07:20:44,95.67,36.27,-53.44,41,3,47
07:20:45,95.73,36.29,-59.64,40,3,47
07:20:46,95.82,36.29,-64.25,41,3,47
07:20:47,95.93,36.29,-66.46,41,3,47
07:20:48,96.05,36.29,-65.82,40,3,47
07:20:49,96.17,36.27,-62.35,41,3,47
07:20:50,96.28,36.27,-56.53,40,3,47
07:20:51,96.42,36.27,-49.06,41,3,47
07:20:52,96.57,36.27,-40.64,41,3,47
07:20:53,96.73,36.27,-31.8,40,2,47
07:20:54,96.83,36.27,-22.82,41,3,47
07:20:55,96.92,36.27,-13.82,41,3,47
07:20:56,96.98,36.27,-4.87,40,3,47
07:20:57,97.07,36.25,3.88,41,3,47
07:20:58,97.18,36.25,12.19,41,3,47
07:20:59,97.35,36.25,19.77,40,3,47
07:21:00,97.45,36.25,26.37,41,3,47
07:21:01,97.55,36.27,31.76,41,3,47
07:21:02,97.55,36.27,35.82,41,3,47
07:21:03,97.53,36.27,38.52,40,2,47
07:21:04,97.5,36.27,39.94,40,3,47
07:21:05,97.45,36.27,40.24,40,3,47
07:21:06,97.38,36.27,39.63,41,3,47
07:21:07,97.27,36.27,38.28,41,3,47
07:21:08,97.1,36.27,36.29,40,3,47
07:21:09,96.93,36.27,33.72,41,3,47
07:21:10,96.75,36.27,30.64,41,3,47
07:21:11,96.58,36.27,27.13,40,3,47
07:21:12,96.38,36.27,23.36,40,3,47
07:21:13,96.22,36.27,19.45,40,3,47
07:21:14,96.05,36.27,15.4,41,3,47
07:21:15,95.88,36.27,11.16,40,3,47
07:21:16,95.78,36.27,6.48,41,3,47
07:21:17,95.68,36.25,1.14,40,3,47
07:21:18,95.6,36.25,-4.98,41,3,47
07:21:19,95.55,36.25,-11.83,41,3,47
07:21:20,95.52,36.25,-19.16,41,3,47
07:21:21,95.47,36.25,-26.62,41,3,47
07:21:22,95.33,36.25,-33.95,40,3,47
07:21:23,95.28,36.25,-41.1,41,3,47
07:21:24,95.23,36.25,-48.22,41,3,47
07:21:25,95.2,36.25,-55.61,41,3,47
07:21:26,95.2,36.25,-63.64,41,3,47
07:21:27,95.18,36.25,-72.57,41,3,47
07:21:28,95.12,36.25,-82.5,41,3,47
07:21:29,95.07,36.25,-93.39,41,3,47
07:21:30,95,36.25,-105,40,3,47
07:21:31,94.92,36.25,-116.91,41,3,47
07:21:32,94.8,36.25,-128.58,41,3,47
07:21:33,94.67,36.25,-139.29,41,3,47
07:21:34,94.53,36.25,-148.25,41,3,47
07:21:35,94.42,36.25,-154.71,40,3,47
07:21:36,94.28,36.25,-158.09,41,3,47
07:21:37,94.18,36.25,-158.01,41,3,47
07:21:38,94.08,36.25,-154.24,41,3,47
07:21:39,93.98,36.25,-146.6,41,3,47
07:21:40,93.92,36.25,-134.87,41,3,47
07:21:41,93.8,36.25,-118.87,41,3,47
07:21:42,93.67,36.25,-98.54,41,3,47
07:21:43,93.6,36.25,-74.11,41,3,47
07:21:44,93.58,36.25,-46.22,41,3,47
07:21:45,93.5,36.23,-15.86,41,3,47
07:21:46,93.42,36.23,15.65,41,3,47
07:21:47,93.3,36.23,46.88,40,3,47
07:21:48,93.23,36.23,76.39,41,3,47
07:21:49,93.17,36.21,102.9,41,3,47
07:21:50,93.1,36.21,125.33,40,3,47
07:21:51,92.95,36.21,142.94,41,3,47
07:21:52,92.77,36.21,155.33,41,3,47
07:21:53,92.62,36.23,162.53,40,3,47
07:21:54,92.53,36.23,165.02,41,3,47
07:21:55,92.47,36.23,163.6,40,3,47
07:21:56,92.4,36.23,159.3,40,3,47
07:21:57,92.33,36.25,153.09,40,3,47
07:21:58,92.23,36.25,145.8,40,2,47
07:21:59,92.07,36.25,137.96,41,3,47
07:22:00,91.97,36.25,129.88,40,3,47
07:22:01,91.85,36.25,121.71,40,3,47
07:22:02,91.8,36.25,113.58,40,3,47
07:22:03,91.75,36.25,105.59,40,3,47
07:22:04,91.73,36.25,97.83,40,3,47
07:22:05,91.73,36.25,90.27,40,3,47
07:22:06,91.8,36.25,82.78,40,3,47
07:22:07,91.88,36.25,75.14,40,3,47
07:22:08,92,36.25,67.18,41,3,47
07:22:09,92.12,36.25,58.87,41,3,47
07:22:10,92.25,36.25,50.26,40,3,47
07:22:11,92.37,36.25,41.58,40,3,47
07:22:12,92.47,36.25,33.07,41,3,47
07:22:13,92.57,36.27,24.87,40,3,47
07:22:14,92.67,36.27,16.99,40,3,47
07:22:15,92.65,36.27,9.28,41,3,47
07:22:16,92.58,36.27,1.5,41,3,47
07:22:17,92.53,36.23,-6.58,40,3,47
07:22:18,92.43,36.23,-15.09,40,3,47
07:22:19,92.27,36.23,-24,41,3,47
07:22:20,92.1,36.23,-33.08,40,3,47
07:22:21,91.95,36.25,-41.92,40,3,47
07:22:22,91.88,36.25,-49.91,41,3,47
07:22:23,91.78,36.25,-56.32,40,3,47
07:22:24,91.7,36.25,-60.41,40,3,47
07:22:25,91.68,36.27,-61.62,40,3,47
07:22:26,91.67,36.27,-59.75,40,3,47
07:22:27,91.65,36.27,-55.02,41,3,47
07:22:28,91.68,36.27,-48,41,3,47
07:22:29,91.82,36.27,-39.41,41,3,47
07:22:30,91.93,36.27,-29.89,41,3,47
07:22:31,92.05,36.27,-19.86,40,3,47
07:22:32,92.18,36.27,-9.56,41,3,47
07:22:33,92.28,36.27,0.88,41,3,47
07:22:34,92.4,36.27,11.28,41,3,47
07:22:35,92.5,36.27,21.28,40,3,47
07:22:36,92.58,36.27,30.47,41,3,47
07:22:37,92.67,36.27,38.4,41,3,47
07:22:38,92.73,36.27,44.76,41,3,47
07:22:39,92.83,36.27,49.43,41,3,47
07:22:40,92.97,36.27,52.46,40,3,47
07:22:41,93.13,36.27,54.05,41,3,47
07:22:42,93.28,36.27,54.46,41,3,47
07:22:43,93.32,36.27,54.01,41,3,47
07:22:44,93.33,36.27,52.99,41,3,47
07:22:45,93.37,36.27,51.66,41,3,47
07:22:46,93.38,36.27,50.18,40,3,47
07:22:47,93.42,36.27,48.61,41,3,47
07:22:48,93.5,36.27,46.92,41,3,47
07:22:49,93.58,36.25,45.02,41,2,47
07:22:50,93.62,36.25,42.82,41,3,47
07:22:51,93.7,36.25,40.27,41,3,47
07:22:52,93.77,36.25,37.41,41,3,47
07:22:53,93.8,36.27,34.34,41,3,47
07:22:54,93.82,36.27,31.2,41,3,47
07:22:55,93.88,36.27,28.1,40,3,47
07:22:56,93.98,36.27,25.06,41,3,47
07:22:57,94.1,36.29,21.99,40,3,47
07:22:58,94.25,36.29,18.7,41,2,47
07:22:59,94.43,36.29,14.99,40,2,47
07:23:00,94.62,36.29,10.72,40,2,47
07:23:01,94.82,36.29,5.86,40,2,47
07:23:02,95,36.29,0.55,40,2,47
07:23:03,95.17,36.29,-4.94,41,3,47
07:23:04,95.3,36.29,-10.33,40,3,47
07:23:05,95.4,36.27,-15.36,41,2,47
07:23:06,95.45,36.27,-19.95,41,2,47
07:23:07,95.52,36.27,-24.19,40,3,47
07:23:08,95.52,36.27,-28.34,40,2,47
07:23:09,95.48,36.27,-32.77,40,2,47
07:23:10,95.45,36.27,-37.81,40,2,47
07:23:11,95.43,36.27,-43.66,41,2,47
07:23:12,95.43,36.27,-50.17,40,2,47
07:23:13,95.42,36.27,-56.78,40,2,47
07:23:14,95.38,36.27,-62.55,40,3,47
07:23:15,95.48,36.27,-66.39,40,3,47
07:23:16,95.57,36.27,-67.38,40,2,47
07:23:17,95.63,36.29,-65.03,40,2,47
07:23:18,95.75,36.29,-59.49,40,2,47
07:23:19,95.93,36.29,-51.37,40,2,47
07:23:20,96.22,36.29,-41.58,40,2,47
07:23:21,96.47,36.29,-30.95,41,2,47
07:23:22,96.72,36.29,-20.06,40,2,47
07:23:23,96.95,36.29,-9.21,40,3,47
07:23:24,97.13,36.29,1.47,40,3,47
07:23:25,97.27,36.27,11.82,40,3,47
07:23:26,97.37,36.27,21.57,40,2,47
07:23:27,97.45,36.27,30.32,40,3,47
07:23:28,97.48,36.27,37.71,40,2,47
07:23:29,97.38,36.29,43.47,40,2,47
07:23:30,97.3,36.29,47.56,40,2,47
07:23:31,97.23,36.29,50.1,40,2,47
07:23:32,97.17,36.29,51.32,40,2,47
07:23:33,97.13,36.29,51.44,40,2,47
07:23:34,97.1,36.29,50.66,40,3,47
07:23:35,97.07,36.29,49.16,40,3,47
07:23:36,97.02,36.29,47.13,40,3,47
07:23:37,96.97,36.29,44.79,41,2,47
07:23:38,96.95,36.29,42.41,41,2,47
07:23:39,96.92,36.29,40.24,40,3,47
07:23:40,96.88,36.29,38.43,40,3,47
07:23:41,96.85,36.29,37,40,2,47
07:23:42,97,36.29,35.82,40,2,47
07:23:43,97.17,36.29,34.63,40,2,47
07:23:44,97.35,36.29,33.15,40,2,47
07:23:45,97.57,36.29,31.23,40,3,47
07:23:46,97.85,36.29,28.86,40,3,47
07:23:47,98.12,36.29,26.18,41,3,47
07:23:48,98.28,36.29,23.4,41,3,47
07:23:49,98.47,36.29,20.66,40,3,47
07:23:50,98.67,36.29,17.94,40,3,47
07:23:51,98.83,36.29,15.05,40,2,47
07:23:52,98.95,36.29,11.75,40,3,47
07:23:53,99.07,36.27,7.87,40,2,47
07:23:54,99.2,36.27,3.43,40,3,47
07:23:55,99.32,36.27,-1.37,40,3,47
07:23:56,99.45,36.27,-6.26,41,2,47
07:23:57,99.47,36.27,-11.05,40,3,47
07:23:58,99.52,36.27,-15.66,40,2,47
07:23:59,99.58,36.27,-20.22,41,3,47
07:24:00,99.65,36.27,-24.9,40,3,47
07:24:01,99.7,36.27,-29.86,40,3,47
07:24:02,99.75,36.27,-35.15,41,3,47
07:24:03,99.75,36.27,-40.74,40,3,47
07:24:04,99.75,36.27,-46.42,41,3,47
07:24:05,99.77,36.27,-51.85,40,2,47
07:24:06,99.78,36.27,-56.52,41,3,47
07:24:07,99.8,36.27,-59.74,41,3,47
07:24:08,99.88,36.27,-60.86,40,2,47
07:24:09,100.05,36.27,-59.37,41,3,47
07:24:10,100.23,36.27,-55.13,40,3,47
07:24:11,100.45,36.27,-48.43,40,2,47
07:24:12,100.68,36.27,-39.84,40,3,47
07:24:13,100.95,36.25,-30.08,40,3,47
07:24:14,101.25,36.25,-19.77,41,2,47
07:24:15,101.53,36.25,-9.39,40,3,47
07:24:16,101.82,36.25,0.72,40,3,47
07:24:17,102.08,36.27,10.3,41,3,47
07:24:18,102.33,36.27,19.05,40,3,47
07:24:19,102.53,36.27,26.62,40,3,47
07:24:20,102.62,36.27,32.73,40,3,47
07:24:21,102.73,36.27,37.17,40,3,47
07:24:22,102.83,36.27,39.95,40,3,47
07:24:23,102.97,36.27,41.26,40,3,47
07:24:24,103.17,36.27,41.44,41,3,47
07:24:25,103.35,36.27,40.89,41,3,47
07:24:26,103.58,36.27,39.96,40,3,47
07:24:27,103.85,36.27,38.84,40,3,47
07:24:28,104.17,36.27,37.59,41,3,47
07:24:29,104.5,36.27,36.12,40,3,47
07:24:30,104.87,36.27,34.33,40,3,47
07:24:31,105.23,36.27,32.14,41,3,47
07:24:32,105.55,36.27,29.6,40,2,47
07:24:33,105.85,36.27,26.86,41,3,47
07:24:34,106.13,36.27,24.09,40,3,47
07:24:35,106.47,36.27,21.41,40,3,47
07:24:36,106.85,36.27,18.86,40,2,47
07:24:37,107.18,36.27,16.45,41,3,47
07:24:38,107.47,36.27,14.09,40,3,47
07:24:39,107.75,36.27,11.69,40,3,47
07:24:40,108.02,36.27,9.13,41,3,47
07:24:41,108.28,36.25,6.36,41,3,47
07:24:42,108.38,36.25,3.35,40,3,47
07:24:43,108.42,36.25,0.11,41,3,47
07:24:44,108.43,36.25,-3.24,40,3,47
07:24:45,108.43,36.27,-6.64,40,2,47
07:24:46,108.38,36.27,-10,41,3,47
07:24:47,108.3,36.27,-13.36,41,3,47
07:24:48,108.25,36.27,-16.81,41,2,47
07:24:49,108.2,36.27,-20.51,40,3,47
07:24:50,108.17,36.27,-24.63,41,3,47
07:24:51,108.15,36.27,-29.27,40,3,47
07:24:52,108.17,36.27,-34.48,41,3,47
07:24:53,108.17,36.27,-40.09,41,2,47
07:24:54,108.02,36.27,-45.73,40,3,47
07:24:55,107.88,36.27,-50.79,41,3,47
07:24:56,107.73,36.27,-54.58,40,2,47
07:24:57,107.68,36.27,-56.4,40,2,47
07:24:58,107.57,36.27,-55.83,40,2,47
07:24:59,107.4,36.27,-52.74,41,3,47
07:25:00,107.23,36.27,-47.42,41,3,47
07:25:01,107.05,36.23,-40.44,41,3,47
07:25:02,106.87,36.23,-32.38,40,3,47
07:25:03,106.73,36.23,-23.73,41,3,47
07:25:04,106.6,36.23,-14.81,41,3,47
07:25:05,106.53,36.25,-5.79,41,3,47
07:25:06,106.47,36.25,3.12,41,3,47
07:25:07,106.35,36.25,11.65,40,3,47
07:25:08,106.22,36.25,19.37,41,2,47
07:25:09,105.88,36.23,25.87,40,3,47
07:25:10,105.52,36.23,30.85,41,3,47
07:25:11,105.1,36.23,34.22,41,2,47
07:25:12,104.67,36.23,36.11,41,3,47
07:25:13,104.18,36.23,36.81,41,3,47
07:25:14,103.73,36.23,36.65,40,3,47
07:25:15,103.25,36.23,35.88,41,3,47
07:25:16,102.8,36.23,34.7,41,3,47
07:25:17,102.33,36.25,33.19,41,3,47
07:25:18,101.9,36.25,31.42,40,3,47
07:25:19,101.47,36.25,29.44,41,3,47
07:25:20,101.02,36.25,27.28,40,3,47
07:25:21,100.6,36.23,24.93,41,3,47
07:25:22,100.22,36.23,22.39,41,3,47
07:25:23,99.77,36.23,19.67,41,3,47
07:25:24,99.3,36.23,16.84,41,3,47
07:25:25,98.8,36.21,14,41,3,47
07:25:26,98.3,36.21,11.18,40,3,47
07:25:27,97.82,36.21,8.32,41,3,47
07:25:28,97.32,36.21,5.28,41,3,47
07:25:29,96.8,36.25,1.9,41,3,47
07:25:30,96.23,36.25,-1.86,41,3,47
07:25:31,95.6,36.25,-5.91,41,3,47
07:25:32,95.02,36.25,-9.95,40,3,47
07:25:33,94.38,36.23,-13.72,40,3,47
07:25:34,93.77,36.23,-17.11,41,3,47
07:25:35,93.13,36.23,-20.27,41,2,47
07:25:36,92.47,36.23,-23.61,40,3,47
07:25:37,91.78,36.23,-27.56,41,3,47
07:25:38,91.12,36.23,-32.39,40,3,47
07:25:39,90.47,36.23,-38.1,41,3,47
07:25:40,89.8,36.23,-44.37,41,3,47
07:25:41,89.08,36.21,-50.65,41,3,47
07:25:42,88.37,36.21,-56.27,40,3,47
07:25:43,87.87,36.21,-60.52,41,3,47
07:25:44,87.35,36.21,-62.77,40,3,47
07:25:45,86.8,36.21,-62.55,40,3,47
07:25:46,86.33,36.21,-59.71,41,3,47
07:25:47,85.88,36.21,-54.36,40,3,47
07:25:48,85.42,36.21,-46.92,41,3,47
